# Motion State      
# Angle Units       : [deg]
# Angular Velocity Units: [rad/s]
# Time              	Centre of rotation	Orientation	Linear velocity	Angular velocity
0.85337             	(-6.184410240378e-02 2.364464470205e-05 -3.187437111301e-01)	(-9.408887612688e-04 9.253331062988e+00 7.082501963923e-04)	(1.295806892815e-01 1.813295728565e-04 3.362972887491e-01)	(1.212924515531e-04 -2.790738641210e-01 -7.802251964267e-05)
0.86337             	(-6.066695733488e-02 2.551107776377e-05 -3.152743325696e-01)	(-1.014126713929e-03 9.402470257898e+00 7.666678789753e-04)	(1.058483244983e-01 1.919570394880e-04 3.575784233381e-01)	(1.242840763851e-04 -2.415201380710e-01 -8.443459694712e-05)
0.87337             	(-5.972992832992e-02 2.747741203513e-05 -3.116053545535e-01)	(-1.088718922726e-03 9.530142556042e+00 8.290596182805e-04)	(8.155747649410e-02 2.013098147840e-04 3.762171798834e-01)	(1.263475281878e-04 -2.041402587002e-01 -9.050801375212e-05)
0.88337             	(-5.903806780071e-02 2.952623528814e-05 -3.077629395914e-01)	(-1.164066509091e-03 9.636464551419e+00 8.949550151767e-04)	(5.681462934662e-02 2.084548358168e-04 3.922658125480e-01)	(1.274163940613e-04 -1.669935224782e-01 -9.570177987017e-05)
0.89337             	(-5.859538453900e-02 3.163558057655e-05 -3.037726366872e-01)	(-1.239403271635e-03 9.721584071562e+00 9.637379873532e-04)	(3.172202299581e-02 2.134142218655e-04 4.057947682891e-01)	(1.269994747570e-04 -1.301296585275e-01 -1.001613018085e-04)
0.90337             	(-5.840489069441e-02 3.378706578054e-05 -2.996592092533e-01)	(-1.313762228752e-03 9.785675008721e+00 1.034951312541e-03)	(6.376745922297e-03 2.168828189331e-04 4.168907184967e-01)	(1.249110456639e-04 -9.358992072244e-02 -1.044268361451e-04)
0.91337             	(-5.846866264571e-02 3.596807539246e-05 -2.954464711660e-01)	(-1.386198666680e-03 9.828932153344e+00 1.108363333815e-03)	(-1.913113618292e-02 2.193191034515e-04 4.256568989526e-01)	(1.214223873456e-04 -5.740600364622e-02 -1.087407224681e-04)
0.92337             	(-5.878790075116e-02 3.817550718175e-05 -2.911571302391e-01)	(-1.456136719350e-03 9.851566080918e+00 1.184023178343e-03)	(-4.471648490584e-02 2.221672544055e-04 4.322112864223e-01)	(1.175364388676e-04 -2.160131291080e-02 -1.136215872158e-04)
0.93337             	(-5.936296711867e-02 4.041469266973e-05 -2.868126587274e-01)	(-1.523182814284e-03 9.853799204406e+00 1.262253315455e-03)	(-7.029678859751e-02 2.256698431904e-04 4.366830159227e-01)	(1.128805150252e-04 1.380623650074e-02 -1.193892487363e-04)
0.94337             	(-6.019342857580e-02 4.269069344528e-05 -2.824331671310e-01)	(-1.586788468561e-03 9.835861967620e+00 1.343424285410e-03)	(-9.579550282682e-02 2.295303119197e-04 4.392153033627e-01)	(1.072982257471e-04 4.880652663496e-02 -1.259735209497e-04)
0.95337             	(-6.127810861627e-02 4.500934469296e-05 -2.780372723064e-01)	(-1.646523403334e-03 9.797988646035e+00 1.427922588327e-03)	(-1.211405052677e-01 2.341999376156e-04 4.399636615584e-01)	(1.013574000159e-04 8.339630042722e-02 -1.334157279306e-04)
0.96337             	(-6.261511633671e-02 4.738077422994e-05 -2.736419933008e-01)	(-1.702349997804e-03 9.740414313718e+00 1.516144763111e-03)	(-1.462610388204e-01 2.400859697808e-04 4.390921395619e-01)	(9.584725256953e-05 1.175760272864e-01 -1.414599578129e-04)
0.97337             	(-6.420187395796e-02 4.981571730457e-05 -2.692626521913e-01)	(-1.754600805649e-03 9.663372198808e+00 1.608319168974e-03)	(-1.710904854302e-01 2.469026451459e-04 4.367760823387e-01)	(9.126048306935e-05 1.513516812912e-01 -1.495421412070e-04)
0.98337             	(-6.603515628199e-02 5.232301248119e-05 -2.649127771098e-01)	(-1.803733271976e-03 9.567090962959e+00 1.704524964175e-03)	(-1.955659793758e-01 2.545563901778e-04 4.331989339652e-01)	(8.754348261669e-05 1.847332283736e-01 -1.576234657767e-04)
0.99337             	(-6.811111320384e-02 5.490804704948e-05 -2.606040366831e-01)	(-1.850327977111e-03 9.451793298597e+00 1.804701671213e-03)	(-2.196254049929e-01 2.624505234801e-04 4.285491513627e-01)	(8.518415354410e-05 2.177315391238e-01 -1.651798561408e-04)
1.00337             	(-7.042526408962e-02 5.757507792146e-05 -2.563462067413e-01)	(-1.894991007823e-03 9.317696101083e+00 1.908731689516e-03)	(-2.432047721641e-01 2.709556509154e-04 4.230168370109e-01)	(8.379162918138e-05 2.503559785093e-01 -1.725233554173e-04)
1.01337             	(-7.297248892684e-02 6.033173391934e-05 -2.521471607170e-01)	(-1.938162510744e-03 9.165010990933e+00 2.016646239150e-03)	(-2.662401952803e-01 2.803755486604e-04 4.167923678298e-01)	(8.319536170945e-05 2.826155942633e-01 -1.799610270964e-04)
1.02337             	(-7.574703445017e-02 6.318433922818e-05 -2.480128789496e-01)	(-1.980315243176e-03 8.993944525066e+00 2.128465117723e-03)	(-2.886689093844e-01 2.901455131082e-04 4.100639856520e-01)	(8.368977989478e-05 3.145190139197e-01 -1.871336938608e-04)
1.03337             	(-7.874249255919e-02 6.613380612109e-05 -2.439475122943e-01)	(-2.021644797039e-03 8.804700849746e+00 2.244104358457e-03)	(-3.104227124209e-01 2.997478654728e-04 4.030093454260e-01)	(8.403409427666e-05 3.460660247442e-01 -1.941981299609e-04)
1.04337             	(-8.195174446949e-02 6.917501133235e-05 -2.399534773502e-01)	(-2.061988338479e-03 8.597487731223e+00 2.363347832052e-03)	(-3.314276696390e-01 3.084931767801e-04 3.957976433926e-01)	(8.423966559923e-05 3.772442033845e-01 -2.007286360812e-04)
1.05337             	(-8.536691056020e-02 7.230206747253e-05 -2.360315727508e-01)	(-2.101213939162e-03 8.372522796587e+00 2.485945634677e-03)	(-3.516055485032e-01 3.169180512560e-04 3.885832764810e-01)	(8.440190950495e-05 4.080315523703e-01 -2.070077724734e-04)
1.06337             	(-8.897933608726e-02 7.550521844498e-05 -2.321810921254e-01)	(-2.139040851014e-03 8.130036223410e+00 2.611569293235e-03)	(-3.708795569074e-01 3.237121432331e-04 3.815128486025e-01)	(8.391135736101e-05 4.384062597471e-01 -2.125438559198e-04)
1.07337             	(-9.277961924892e-02 7.876481030449e-05 -2.283998394294e-01)	(-2.175168999216e-03 7.870270807286e+00 2.739525909374e-03)	(-3.891770754259e-01 3.282062286688e-04 3.747376906008e-01)	(8.330368889790e-05 4.683460922673e-01 -2.165489502372e-04)
1.08337             	(-9.675760925463e-02 8.205684436025e-05 -2.246842443748e-01)	(-2.209372924937e-03 7.593485842195e+00 2.868843651634e-03)	(-4.064209257151e-01 3.302005824836e-04 3.683813203073e-01)	(8.228336988737e-05 4.978156929590e-01 -2.187829517418e-04)
1.09337             	(-1.009024115842e-01 8.535672333341e-05 -2.210295579169e-01)	(-2.241423001375e-03 7.299961487539e+00 2.998504317267e-03)	(-4.225395402037e-01 3.297752121488e-04 3.625559712834e-01)	(8.110647542383e-05 5.267775847245e-01 -2.193086539979e-04)
1.10337             	(-1.052024402249e-01 8.864707782895e-05 -2.174299768336e-01)	(-2.271264901729e-03 6.990001189122e+00 3.127737516099e-03)	(-4.374661879416e-01 3.282956869596e-04 3.573602453642e-01)	(8.009457701536e-05 5.551879597723e-01 -2.188333955562e-04)
1.11337             	(-1.096454570318e-01 9.191724346973e-05 -2.138788174391e-01)	(-2.298886795673e-03 6.663935435177e+00 3.256043299922e-03)	(-4.511371734227e-01 3.257374411959e-04 3.528716335455e-01)	(7.904816776040e-05 5.829962299980e-01 -2.175659026997e-04)
1.12337             	(-1.142186143742e-01 9.515728979066e-05 -2.103687011456e-01)	(-2.324292450222e-03 6.322124623640e+00 3.383028947020e-03)	(-4.634942950651e-01 3.222718229895e-04 3.491516251571e-01)	(7.819510197326e-05 6.101485789412e-01 -2.156577677897e-04)
1.13337             	(-1.189084664209e-01 9.836199352086e-05 -2.068918319310e-01)	(-2.347257559140e-03 5.964963971828e+00 3.508585549131e-03)	(-4.744761142669e-01 3.186689230514e-04 3.462222177571e-01)	(7.648866821234e-05 6.365772805497e-01 -2.140268543707e-04)
1.14337             	(-1.237009667577e-01 1.015321361270e-04 -2.034402639351e-01)	(-2.367365930298e-03 5.592889730706e+00 3.632966661561e-03)	(-4.840239530911e-01 3.153595981810e-04 3.440913814134e-01)	(7.428839567614e-05 6.622068264611e-01 -2.130661112932e-04)
1.15337             	(-1.285814507933e-01 1.046740210413e-04 -2.000060980800e-01)	(-2.384343849588e-03 5.206387754106e+00 3.756652985108e-03)	(-4.920728540384e-01 3.130173846740e-04 3.427417896235e-01)	(7.171106056436e-05 6.869395783595e-01 -2.130925807331e-04)
1.16337             	(-1.335345811276e-01 1.077917742933e-04 -1.965817277030e-01)	(-2.397667785180e-03 4.806005998514e+00 3.880156156115e-03)	(-4.985532128233e-01 3.105332657336e-04 3.421322857756e-01)	(6.775534160246e-05 7.106563954478e-01 -2.139453932061e-04)
1.17337             	(-1.385443403205e-01 1.108817078871e-04 -1.931600086986e-01)	(-2.406537780080e-03 4.392364349574e+00 4.003823174371e-03)	(-5.033986257601e-01 3.074534530259e-04 3.422115150871e-01)	(6.243894601044e-05 7.332253384889e-01 -2.152406907389e-04)
1.18337             	(-1.435940388183e-01 1.139408479433e-04 -1.897343925097e-01)	(-2.410282216388e-03 3.966163190259e+00 4.127905572196e-03)	(-5.065410737869e-01 3.043745582046e-04 3.429117227024e-01)	(5.615993286634e-05 7.544973580154e-01 -2.169258537827e-04)
1.19337             	(-1.486663269865e-01 1.169675676609e-04 -1.862991609089e-01)	(-2.408688317689e-03 3.528192505525e+00 4.252518562222e-03)	(-5.079165598637e-01 3.009693853159e-04 3.441345974530e-01)	(5.008530179217e-05 7.743087334674e-01 -2.184091715317e-04)
1.20337             	(-1.537432978299e-01 1.199537390976e-04 -1.828496977361e-01)	(-2.401787735111e-03 3.079337025223e+00 4.377449902310e-03)	(-5.074776088090e-01 2.962649020349e-04 3.457580371152e-01)	(4.385819630734e-05 7.924924632788e-01 -2.190616925538e-04)
1.21337             	(-1.588066466294e-01 1.228873798396e-04 -1.793826792485e-01)	(-2.389554735182e-03 2.620577895254e+00 4.502314310733e-03)	(-5.051921510967e-01 2.904632463475e-04 3.476456603928e-01)	(3.758209094351e-05 8.088789935287e-01 -2.189105957122e-04)
1.22337             	(-1.638378004824e-01 1.257602428928e-04 -1.758962927628e-01)	(-2.372111556001e-03 2.152996801038e+00 4.626785933271e-03)	(-5.010386194940e-01 2.841093643101e-04 3.496316367578e-01)	(3.161183376702e-05 8.232869289680e-01 -2.181033201830e-04)
1.23337             	(-1.688180705670e-01 1.285616505531e-04 -1.723904355609e-01)	(-2.349430233986e-03 1.677779680315e+00 4.750485652540e-03)	(-4.950153974326e-01 2.761721677437e-04 3.515398036126e-01)	(2.500930856281e-05 8.355337556452e-01 -2.163268238742e-04)
1.24337             	(-1.737288459714e-01 1.312721141190e-04 -1.688668133911e-01)	(-2.321306833115e-03 1.196217294335e+00 4.872820769402e-03)	(-4.871396834497e-01 2.659205454392e-04 3.531846303568e-01)	(1.803000456735e-05 8.454360844943e-01 -2.131557796135e-04)
1.25337             	(-1.785517703137e-01 1.338715288308e-04 -1.653290820095e-01)	(-2.287433600200e-03 7.097065240759e-01 4.993238621553e-03)	(-4.774451850000e-01 2.539623969229e-04 3.543616459675e-01)	(9.976414847714e-06 8.528068768770e-01 -2.091393212066e-04)
1.26337             	(-1.832689344164e-01 1.363417762918e-04 -1.617829362762e-01)	(-2.247206951420e-03 2.197492880864e-01 5.111356190899e-03)	(-4.659876355470e-01 2.400870952753e-04 3.548675006765e-01)	(4.407299712273e-07 8.574665212536e-01 -2.042991000112e-04)
1.27337             	(-1.878630710812e-01 1.386581399579e-04 -1.582361256757e-01)	(-2.199934364384e-03 -2.720507234640e-01 5.226626481460e-03)	(-4.528396974089e-01 2.231856379350e-04 3.544946194315e-01)	(-1.055256238402e-05 8.592393792281e-01 -1.979866322908e-04)
1.28337             	(-1.923177296458e-01 1.407952757252e-04 -1.546984746015e-01)	(-2.144660954564e-03 -7.639917696475e-01 5.338603878287e-03)	(-4.380920155144e-01 2.042415155297e-04 3.530355954040e-01)	(-2.402676513000e-05 8.579588275844e-01 -1.911360033435e-04)
1.29337             	(-1.966174615234e-01 1.427341409274e-04 -1.511818248972e-01)	(-2.080233949751e-03 -1.254281059838e+00 5.447191372487e-03)	(-4.218543600094e-01 1.835315249070e-04 3.502943454569e-01)	(-3.971297311977e-05 8.534736662175e-01 -1.839373181024e-04)
1.30337             	(-2.007479841344e-01 1.444591866268e-04 -1.476999390096e-01)	(-2.005719873145e-03 -1.741042822913e+00 5.552302349228e-03)	(-4.042501621856e-01 1.614776149705e-04 3.460828320750e-01)	(-5.717067424858e-05 8.456454386095e-01 -1.761630222849e-04)
1.31337             	(-2.046963091992e-01 1.459590214508e-04 -1.442683964950e-01)	(-1.920531165890e-03 -2.222326708405e+00 5.653790448517e-03)	(-3.854148507781e-01 1.384893498429e-04 3.402256708458e-01)	(-7.568916148148e-05 8.343522701508e-01 -1.678054786089e-04)
1.32337             	(-2.084508644324e-01 1.472243611930e-04 -1.409044174940e-01)	(-1.824399066609e-03 -2.696119114294e+00 5.751493891015e-03)	(-3.654961958710e-01 1.145785985868e-04 3.325701293483e-01)	(-9.491880415991e-05 8.194952457699e-01 -1.588350262608e-04)
1.33337             	(-2.120015952762e-01 1.482435340166e-04 -1.376266313696e-01)	(-1.716991695052e-03 -3.160356549618e+00 5.845184028716e-03)	(-3.446499728873e-01 8.925596614018e-05 3.229870955311e-01)	(-1.154765529700e-04 8.009991353125e-01 -1.490398798279e-04)
1.34337             	(-2.153400175072e-01 1.489995476910e-04 -1.344548601665e-01)	(-1.598028051524e-03 -3.612938915240e+00 5.934419602805e-03)	(-3.230344733081e-01 6.194676873546e-05 3.113671450827e-01)	(-1.366125319256e-04 7.788113822759e-01 -1.379048619399e-04)
1.35337             	(-2.184592420980e-01 1.494775632770e-04 -1.314098592414e-01)	(-1.467459722050e-03 -4.051744632253e+00 6.018730126087e-03)	(-3.008104448407e-01 3.365634846166e-05 2.976330399476e-01)	(-1.583118340078e-04 7.529095645240e-01 -1.259132845338e-04)
1.36337             	(-2.213539711920e-01 1.496635456304e-04 -1.285130137055e-01)	(-1.325230958138e-03 -4.474647767403e+00 6.097660679251e-03)	(-2.781353739703e-01 3.540122211217e-06 2.817360672255e-01)	(-1.806446837241e-04 7.233009046566e-01 -1.126762547733e-04)
1.37337             	(-2.240204545636e-01 1.495385772937e-04 -1.257860300721e-01)	(-1.171426408134e-03 -4.879535777941e+00 6.170513741432e-03)	(-2.551613003474e-01 -2.853378953699e-05 2.636606594636e-01)	(-2.030781166989e-04 6.900249216942e-01 -9.782324383314e-05)
1.38337             	(-2.264564177205e-01 1.490877289506e-04 -1.232505852461e-01)	(-1.006312398139e-03 -5.264328545415e+00 6.236609530519e-03)	(-2.320313310263e-01 -6.163587908274e-05 2.434283057258e-01)	(-2.255332744344e-04 6.531552786628e-01 -8.190611809494e-05)
1.39337             	(-2.286609460155e-01 1.482999016934e-04 -1.209279640820e-01)	(-8.304083279216e-04 -5.626997994034e+00 6.295367393631e-03)	(-2.088743279713e-01 -9.592957236108e-05 2.210959270990e-01)	(-2.472096840661e-04 6.127999755927e-01 -6.488378878376e-05)
1.40337             	(-2.306343312232e-01 1.471666027320e-04 -1.188386969539e-01)	(-6.445639851128e-04 -5.965588213822e+00 6.346192255370e-03)	(-1.858027135850e-01 -1.307302199210e-04 1.967574985279e-01)	(-2.677490517698e-04 5.691029185067e-01 -4.696303800426e-05)
1.41337             	(-2.323778967494e-01 1.456852433190e-04 -1.170021900013e-01)	(-4.497585515374e-04 -6.278235926935e+00 6.388614126095e-03)	(-1.629103916480e-01 -1.655416626685e-04 1.705438919821e-01)	(-2.870337866690e-04 5.222435484488e-01 -2.854056728190e-05)
1.42337             	(-2.338938036084e-01 1.438585109943e-04 -1.154363626326e-01)	(-2.471976339661e-04 -6.563190707365e+00 6.422260670064e-03)	(-1.402709801589e-01 -1.998048022798e-04 1.426215817681e-01)	(-3.043502696652e-04 4.724363514758e-01 -9.770071833885e-06)
1.43337             	(-2.351848361287e-01 1.416884461248e-04 -1.141573265153e-01)	(-3.835547167050e-05 -6.818834094843e+00 6.446583514504e-03)	(-1.179355239018e-01 -2.342081716221e-04 1.131856416920e-01)	(-3.194199106618e-04 4.199274887274e-01 9.882545458462e-06)
1.44337             	(-2.362541756092e-01 1.391758488140e-04 -1.131791001707e-01)	(1.752419713067e-04 -7.043697491767e+00 6.460993754053e-03)	(-9.593237218292e-02 -2.683112905359e-04 8.245962720914e-02)	(-3.322715052106e-04 3.649939184028e-01 2.987845562718e-05)
1.45337             	(-2.371051760860e-01 1.363272940966e-04 -1.125133247029e-01)	(3.920150895197e-04 -7.236479562466e+00 6.465128083810e-03)	(-7.426772318155e-02 -3.013996529472e-04 5.069546635556e-02)	(-3.425977610505e-04 3.079425365449e-01 4.983517198697e-05)
1.46337             	(-2.377411562547e-01 1.331520945577e-04 -1.121689986169e-01)	(6.100896319519e-04 -7.396062241371e+00 6.458565802286e-03)	(-5.292831055953e-02 -3.336402548315e-04 1.816975084191e-02)	(-3.495747428265e-04 2.491061803114e-01 7.011054871088e-05)
1.47337             	(-2.381652209230e-01 1.296672656241e-04 -1.121522741531e-01)	(8.272677120341e-04 -7.521524575497e+00 6.441002246175e-03)	(-3.188462310871e-02 -3.633255318792e-04 -1.482485807338e-02)	(-3.527835088183e-04 1.888400651107e-01 8.971432242730e-05)
1.48337             	(-2.383801148540e-01 1.259016817552e-04 -1.124662883458e-01)	(1.041254853783e-03 -7.612155763594e+00 6.412569841022e-03)	(-1.109416308885e-02 -3.897912419021e-04 -4.797798046135e-02)	(-3.521674092507e-04 1.275225434451e-01 1.080047181309e-04)
1.49337             	(-2.383881020325e-01 1.218879606333e-04 -1.131110040297e-01)	(1.250039336238e-03 -7.667467138794e+00 6.373655929804e-03)	(9.496727394941e-03 -4.129529824772e-04 -8.096515633198e-02)	(-3.486073720177e-04 6.555065819198e-02 1.248325153540e-04)
1.50337             	(-2.381908645380e-01 1.176616636958e-04 -1.140831271026e-01)	(1.451750914302e-03 -7.687200588435e+00 6.324806810807e-03)	(2.995077150938e-02 -4.323064050391e-04 -1.134594582397e-01)	(-3.415515962339e-04 3.332152541035e-03 1.398601135411e-04)
1.51337             	(-2.377894319053e-01 1.132540338126e-04 -1.153761017286e-01)	(1.644737371131e-03 -7.671332815918e+00 6.266511444136e-03)	(5.033575501540e-02 -4.492195716023e-04 -1.451354669534e-01)	(-3.321446183994e-04 -5.872105390160e-02 1.537581710830e-04)
1.52337             	(-2.371841437147e-01 1.086981813858e-04 -1.169802465953e-01)	(1.827731775397e-03 -7.620073424437e+00 6.199429540099e-03)	(7.072188311044e-02 -4.619509137420e-04 -1.756935063935e-01)	(-3.204171883473e-04 -1.202079069297e-01 1.654958233140e-04)
1.53337             	(-2.363746739660e-01 1.040346739286e-04 -1.188827682679e-01)	(1.999543493243e-03 -7.533861931834e+00 6.124538013005e-03)	(9.117206662655e-02 -4.707505776962e-04 -2.048108281296e-01)	(-3.064530800288e-04 -1.807269071736e-01 1.751070699213e-04)
1.54337             	(-2.353601388022e-01 9.930030399157e-05 -1.210676705130e-01)	(2.159249916604e-03 -7.413368314035e+00 6.042784494274e-03)	(1.117349661391e-01 -4.761234097171e-04 -2.321696208913e-01)	(-2.909574894215e-04 -2.398751033995e-01 1.828733642142e-04)
1.55337             	(-2.341392184505e-01 9.453199413960e-05 -1.235159775728e-01)	(2.306054466514e-03 -7.259486298478e+00 5.955201579255e-03)	(1.324491042096e-01 -4.775385606782e-04 -2.574917910635e-01)	(-2.735374270613e-04 -2.972744066495e-01 1.883729485875e-04)
1.56337             	(-2.327102800554e-01 8.975941458987e-05 -1.262060016733e-01)	(2.439285835645e-03 -7.073318469119e+00 5.862619889283e-03)	(1.533385747985e-01 -4.769773492663e-04 -2.805130290440e-01)	(-2.549174410067e-04 -3.525738590218e-01 1.928945280182e-04)
1.57337             	(-2.310715630403e-01 8.500485034923e-05 -1.291135514576e-01)	(2.558496783271e-03 -6.856163125877e+00 5.765631273427e-03)	(1.744048282235e-01 -4.739354988624e-04 -3.009969278135e-01)	(-2.350587271826e-04 -4.054412407300e-01 1.961878014443e-04)
1.58337             	(-2.292214086247e-01 8.029196326568e-05 -1.322121834634e-01)	(2.663568876214e-03 -6.609502480957e+00 5.665009736595e-03)	(1.956260548942e-01 -4.686419178472e-04 -3.187294733468e-01)	(-2.150683770058e-04 -4.555667964422e-01 1.981077018431e-04)
1.59337             	(-2.271584899525e-01 7.564145527134e-05 -1.354735526191e-01)	(2.754661186230e-03 -6.334986326797e+00 5.561535851586e-03)	(2.169576795431e-01 -4.614596810208e-04 -3.335443577947e-01)	(-1.947527344222e-04 -5.026753160051e-01 1.989772259808e-04)
1.60337             	(-2.248820463510e-01 7.107352446189e-05 -1.388678175164e-01)	(2.831839576617e-03 -6.034413709483e+00 5.455935094405e-03)	(2.383310407731e-01 -4.521264808691e-04 -3.453086216680e-01)	(-1.739514550028e-04 -5.465210160888e-01 1.987041453767e-04)
1.61337             	(-2.223921127934e-01 6.660561018398e-05 -1.423640018446e-01)	(2.895271587487e-03 -5.709714672035e+00 5.348863104913e-03)	(2.596556707333e-01 -4.414563747137e-04 -3.539282439690e-01)	(-1.531662291283e-04 -5.868924144125e-01 1.977332063699e-04)
1.62337             	(-2.196897284987e-01 6.225158709412e-05 -1.459304048602e-01)	(2.945315679531e-03 -5.362929575744e+00 5.240909139406e-03)	(2.808211882174e-01 -4.293482432580e-04 -3.593523591455e-01)	(-1.325608796949e-04 -6.236159097745e-01 1.959752227157e-04)
1.63337             	(-2.167771307354e-01 5.802807162818e-05 -1.495350021985e-01)	(2.982141617027e-03 -4.996188113656e+00 5.132719493944e-03)	(3.016983644439e-01 -4.153548499308e-04 -3.615671085112e-01)	(-1.113359269420e-04 -6.565532767964e-01 1.933002862895e-04)
1.64337             	(-2.136579214722e-01 5.395043435492e-05 -1.531458573217e-01)	(3.005812347365e-03 -4.611688443810e+00 5.024878023760e-03)	(3.221434881847e-01 -4.001726047205e-04 -3.606039161249e-01)	(-8.995452212276e-05 -6.856037529635e-01 1.900683660420e-04)
1.65337             	(-2.103371997643e-01 5.002813861317e-05 -1.567315424720e-01)	(3.016830994230e-03 -4.211676830297e+00 4.917894121143e-03)	(3.420008533982e-01 -3.842865436291e-04 -3.565331139497e-01)	(-6.952847590724e-05 -7.107001788615e-01 1.863404770351e-04)
1.66337             	(-2.068216629148e-01 4.626378540591e-05 -1.602615204119e-01)	(3.015884140116e-03 -3.798428389103e+00 4.812105546075e-03)	(3.611065165043e-01 -3.685840978223e-04 -3.494624740221e-01)	(-4.964028875869e-05 -7.318090017328e-01 1.827023394596e-04)
